Name,DrugBank ID,Type,Categories,Has Dosing,Frequency,Times Per Day,Routes,Interaction Count,Food Interaction Count,Has Description,Groups
Gemtuzumab ozogamicin,,biotech,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Antibody-drug Conjugates; Antineoplastic Agents; Antineoplastic Agents, Immunological; Antineoplastic and Immunomodulating Agents; Blood Proteins; Calicheamicins; Cancer immunotherapy; Carbohydrates; CD33-directed Antibody Interactions; CD33-directed Cytotoxin; Globulins; Glycosides; Hepatotoxic Agents; Immunoconjugates; Immunoglobulins; Immunologic Factors; Immunoproteins; Immunosuppressive Agents; Immunotherapy; Immunotoxins; Monoclonal antibodies and antibody drug conjugates; Myelosuppressive Agents; Narrow Therapeutic Index Drugs; Noxae; Proteins; Serum Globulins; Toxic Actions",No,,,,0,0,Yes,approved; investigational
Indium In-111 satumomab pendetide,,biotech,"Acetates; Acids, Acyclic; Amines; Amino Acids, Peptides, and Proteins; Antibodies; Blood Proteins; Diagnostic Radiopharmaceuticals; Globulins; Immunoglobulins; Immunoproteins; Indium (111In) Compounds; Indium Radioisotopes; Peptides; Polyamines; Proteins; Serum Globulins; Tumour Detection",No,,,,0,0,Yes,experimental; withdrawn
Alpha-1-proteinase inhibitor,,biotech,"Acute-Phase Proteins; Alpha-Globulins; Amino Acids, Peptides, and Proteins; Antifibrinolytic Agents; Blood and Blood Forming Organs; Blood Proteins; Carbohydrates; Enzyme Inhibitors; Enzymes; Enzymes and Coenzymes; Globulins; Glycoconjugates; Glycoproteins; Hemostatics; Human alpha-1 Proteinase Inhibitor; Peptides; Protease Inhibitors; Proteinase Inhibitors; Proteinase Inhibitory Proteins, Secretory; Proteins; Serine Protease Inhibitors; Serpins; Serum Globulins; Trypsin Inhibitors",No,,,,0,0,Yes,approved
Pegaspargase,,biotech,"Alcohols; Amidohydrolases; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Asparaginase; Asparagine-specific Enzyme; Compounds used in a research, industrial, or household setting; Delayed-Action Preparations; Enzymes; Enzymes and Coenzymes; Ethylene Glycols; Glycols; Hydrolases; Immunosuppressive Agents; Macromolecular Substances; Pegylated agents; Polymers; Thyroxine-binding globulin inhibitors",No,,,,0,1,Yes,approved; investigational
Interferon beta-1a,,biotech,"Adjuvants, Immunologic; Amino Acids, Peptides, and Proteins; Anti-Infective Agents; Antineoplastic and Immunomodulating Agents; Antiviral Agents; Biological Factors; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Cytokines; Immunologic Factors; Immunomodulatory Agents; Intercellular Signaling Peptides and Proteins; Interferon Type I; Interferon-beta; Interferons; Peptides; Proteins; Recombinant Human Interferon beta",No,,,,0,1,Yes,approved; investigational
Pegademase,,biotech,"Adjuvants, Immunologic; Aminohydrolases; Antineoplastic and Immunomodulating Agents; Bovine Intestinal Adenosine Deaminase; Enzymes; Enzymes and Coenzymes; Hydrolases; Nucleoside Deaminases; Pegylated agents; Severe Combined Immunodeficiency",No,,,,0,0,Yes,approved
Albumin human,,biotech,"Albumins; Amino Acids, Peptides, and Proteins; Blood and Blood Forming Organs; Blood and Related Products; Blood Derivatives; Blood Proteins; Blood Substitutes and Perfusion Solutions; Blood Substitutes and Plasma Protein Fractions; Cardiac Function; Diluents; Human Serum Albumin; Increased Intravascular Volume; Increased Oncotic Pressure; Osmotic Activity; Proteins; Serum Albumin",No,,,,0,0,Yes,approved
Eptifibatide,,biotech,"Amino Acids, Peptides, and Proteins; Antiplatelet agents; Blood and Blood Forming Organs; Decreased Platelet Aggregation; Hematologic Agents; Peptides; Peptides, Cyclic; Platelet Aggregation Inhibitors Excl. Heparin",No,,,,0,1,Yes,approved; investigational
Infliximab,,biotech,"Agents Causing Muscle Toxicity; Agents reducing cytokine levels; Amino Acids, Peptides, and Proteins; Anti-Inflammatory Agents; Antibodies; Antibodies, Monoclonal; Antineoplastic and Immunomodulating Agents; Antirheumatic Agents; Biological Products; Biologics for Rheumatoid Arthritis Treatment; Blood Proteins; Complex Mixtures; Dermatologicals; Disease-modifying Antirheumatic Agents; Gastrointestinal Agents; Globulins; Immunoglobulins; Immunoproteins; Immunosuppressive Agents; Proteins; Serum Globulins; Tumor necrosis factor alpha (TNF-alpha) inhibitors; Tumor Necrosis Factor Blockers; Tumor Necrosis Factor Receptor Blocking Activity",No,,,,0,0,Yes,approved
Follitropin,,biotech,"Amino Acids, Peptides, and Proteins; Follicle Stimulating Hormone; Genito Urinary System and Sex Hormones; Gonadotropins; Gonadotropins and Antigonadotropins; Gonadotropins, Pituitary; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Peptide Hormones; Peptides; Pituitary Hormones; Pituitary Hormones, Anterior; Proteins; Sex Hormones and Modulators of the Genital System; Thyroid Products",No,,,,0,0,Yes,approved
Vasopressin,,biotech,"Amino Acids, Peptides, and Proteins; Antidiuretic Agents; Arginine Vasopressin; Arginine Vasopressin, analogs & derivatives; Cardiovascular Agents; Coagulants; Decreased Diuresis; Hematologic Agents; Hemostatics; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Natriuretic Agents; Nerve Tissue Proteins; Neuropeptides; Oligopeptides; Peptide Hormones; Peptides; Pituitary; Pituitary Hormones; Pituitary Hormones, Posterior; Proteins; Vasoconstriction; Vasoconstrictor Agents; Vasopressin and Analogues; Vasopressins",No,,,,0,0,Yes,approved
Interferon beta-1b,,biotech,"Adjuvants, Immunologic; Amino Acids, Peptides, and Proteins; Antineoplastic and Immunomodulating Agents; Biological Factors; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Cytokines; Immunologic Factors; Immunosuppressive Agents; Intercellular Signaling Peptides and Proteins; Interferon Type I; Interferon-beta; Interferons; Myelosuppressive Agents; Peptides; Proteins; Recombinant Human Interferon beta",No,,,,0,1,Yes,approved
Interferon alfacon-1,,biotech,"Adjuvants, Immunologic; Alfa Interferons; Amino Acids, Peptides, and Proteins; Anti-Infective Agents; Antineoplastic and Immunomodulating Agents; Antiviral Agents; Biological Factors; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Cytokines; Immunosuppressive Agents; Intercellular Signaling Peptides and Proteins; Interferon alpha; Interferon Type I; Interferons; Myelosuppressive Agents; Peptides; Proteins",No,,,,0,0,Yes,approved; investigational
Hyaluronidase (ovine),,biotech,Enzymes; Enzymes and Coenzymes; Glycoside Hydrolases,No,,,,0,0,Yes,approved; investigational
Insulin pork,,biotech,"Alimentary Tract and Metabolism; Amino Acids, Peptides, and Proteins; Blood Glucose Lowering Agents; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (strength unknown); Cytochrome P-450 Enzyme Inducers; Drugs Used in Diabetes; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Insulin; Insulin, Short-Acting; Insulins and Analogues for Injection, Fast-Acting; Pancreatic Hormones; Peptide Hormones; Peptides; Proteins",No,,,,0,1,Yes,approved
Trastuzumab,,biotech,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Antineoplastic Agents; Antineoplastic Agents, Immunological; Antineoplastic and Immunomodulating Agents; Biological Products; Blood Proteins; Cancer immunotherapy; Cardiotoxic antineoplastic agents; Complex Mixtures; Globulins; HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors; HER2 Receptor Antagonists; HER2/Neu/cerbB2 Antagonists; Immunoglobulins; Immunoproteins; Immunosuppressive Agents; Immunotherapy; Monoclonal antibodies and antibody drug conjugates; Narrow Therapeutic Index Drugs; Proteins; Serum Globulins",No,,,,0,0,Yes,approved; investigational
Rituximab,,biotech,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Murine-Derived; Antineoplastic Agents; Antineoplastic Agents, Immunological; Antirheumatic Agents; Biologics for Rheumatoid Arthritis Treatment; Blood Proteins; Cancer immunotherapy; CD20 (Clusters of Differentiation 20) inhibitors; CD20-directed Antibody Interactions; CD20-directed Cytolytic Antibody; Globulins; Immunoglobulins; Immunologic Factors; Immunoproteins; Immunosuppressive Agents; Immunotherapy; Monoclonal antibodies and antibody drug conjugates; Myelosuppressive Agents; Narrow Therapeutic Index Drugs; Proteins; Serum Globulins",No,,,,0,0,Yes,approved
Basiliximab,,biotech,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Antineoplastic and Immunomodulating Agents; Blood Proteins; Globulins; Immunoglobulins; Immunologic Factors; Immunoproteins; Immunosuppressive Agents; Interleukin 2 Receptor-directed Antibody Interactions; Interleukin Inhibitors; Interleukin-2 Receptor Antagonist; Interleukin-2 Receptor Blocking Antibody; Proteins; Serum Globulins",No,,,,0,0,Yes,approved; investigational
Muromonab,,biotech,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Murine-Derived; Antineoplastic and Immunomodulating Agents; Blood Proteins; CD3 Blocker Immunosuppressant; CD3 Receptor Antagonists; CD3-directed Antibody Interactions; Decreased Immunologic Activity; Globulins; Immunoglobulin G; Immunoglobulin Isotypes; Immunoglobulins; Immunologic Factors; Immunoproteins; Immunosuppressive Agents; Proteins; Selective Immunosuppressants; Serum Globulins",No,,,,0,0,Yes,approved; investigational
Digoxin Immune Fab (Ovine),,biotech,"Amino Acids, Peptides, and Proteins; Antidotes; Blood Proteins; Digoxin Binding Activity; Immunoglobulin G; Immunoglobulins; Proteins; Serum; Serum Globulins",No,,,,0,0,Yes,approved
Ibritumomab tiuxetan,,biotech,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antigens, CD20; Blood Proteins; Cancer immunotherapy; CD20-directed Antibody Interactions; CD20-directed Radiotherapeutic Antibody; Globulins; Immunoglobulins; Immunoproteins; Immunosuppressive Agents; Immunotherapy; Lymphoma, B-Cell; Myelosuppressive Agents; Proteins; Radiopharmaceutical Activity; Serum Globulins; Therapeutic Radiopharmaceuticals; Various Therapeutic Radiopharmaceuticals; Yttrium Radioisotopes",No,,,,0,1,Yes,approved; investigational
Daptomycin,,small molecule,"Agents Causing Muscle Toxicity; Amino Acids, Peptides, and Proteins; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Cyclic Lipopeptides; Drugs that are Mainly Renally Excreted; Lipids; Lipopeptide Antibacterial; Lipopeptides; P-glycoprotein substrates; Peptides; Peptides, Cyclic",No,,,,0,0,Yes,approved; investigational
Tositumomab,,biotech,"Amino Acids, Peptides, and Proteins; Antibodies; Antigens, CD20; Antineoplastic Agents; Blood Proteins; CD20-directed Antibody Interactions; CD20-directed Radiotherapeutic Antibody; Drugs that are Mainly Renally Excreted; Globulins; Immunoglobulins; Immunoproteins; Immunosuppressive Agents; Iodine (131I) Compounds; Myelosuppressive Agents; Proteins; Radioimmunotherapy; Radiopharmaceutical Activity; Serum Globulins; Therapeutic Radiopharmaceuticals",No,,,,0,0,Yes,approved; investigational
Pegvisomant,,biotech,"Acromegaly; Amino Acids, Peptides, and Proteins; Anterior Pituitary Lobe Hormones and Analogues; Cholinesterase Inhibitors; Cytochrome P-450 CYP3A Inducers; Cytochrome P-450 CYP3A4 Inducers; Cytochrome P-450 CYP3A4 Inducers (strength unknown); Cytochrome P-450 Enzyme Inducers; Growth Hormone Receptor Antagonist; Growth Hormone Receptor Antagonists; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Hypoglycemia-Associated Agents; Pegylated agents; Peptide Hormones; Peptides; Pituitary and Hypothalamic Hormones and Analogues; Pituitary Hormones; Pituitary Hormones, Anterior; Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",No,,,,0,0,Yes,approved
Botulinum toxin type A,,biotech,"Acetylcholine Release Inhibitors; Agents that produce neuromuscular block (indirect); Amino Acids, Peptides, and Proteins; Bacterial Proteins; Bacterial Toxins; Biological Factors; Botulinum Toxins; Botulinum Toxins, Type A; Central Nervous System Depressants; Cholinergic Agents; Endopeptidases; Enzymes; Enzymes and Coenzymes; Ganglion Blockers; Hydrolases; Membrane Transport Modulators; Metalloendopeptidases; Metalloproteases; Muscle Relaxants; Muscle Relaxants, Peripherally Acting Agents; Musculo-Skeletal System; Neuromuscular Agents; Neuromuscular Blocking Agents; Neurotoxins; Neurotransmitter Agents; Noxae; Other Miscellaneous Therapeutic Agents; Peptide Hydrolases; Peripheral Nervous System Agents; Proteins; Toxic Actions; Toxins, Biological",No,,,,0,0,Yes,approved; investigational
Pancrelipase,,biotech,"Alimentary Tract and Metabolism; Carboxylic Ester Hydrolases; Complex Mixtures; Digestives, Incl. Enzymes; Enzyme Preparations; Enzymes; Enzymes and Coenzymes; Esterases; Gastrointestinal Agents; Hydrolases; Lipase; Pancreatic Extracts; Tissue Extracts",No,,,,0,3,Yes,approved; investigational
Streptokinase,,biotech,"Agents causing angioedema; Amino Acids, Peptides, and Proteins; Anticoagulants; Blood and Blood Forming Organs; Blood Proteins; Cardiovascular Agents; Endopeptidases; Enzymes; Enzymes and Coenzymes; Fibrin Modulating Agents; Fibrinolytic Agents; Hematologic Agents; Hydrolases; Hypotensive Agents; Peptide Hydrolases; Plasminogen Activators; Proteins; Streptokinase, antagonists & inhibitors",No,,,,0,1,Yes,approved; investigational
Alemtuzumab,,biotech,"Amino Acids, Peptides, and Proteins; Antibodies; Antibodies, Monoclonal; Antibodies, Monoclonal, Humanized; Antineoplastic Agents; Antineoplastic Agents, Immunological; Antineoplastic and Immunomodulating Agents; Blood Proteins; Cancer immunotherapy; CD52-directed Antibody Interactions; CD52-directed Cytolytic Antibody; Globulins; Immunoglobulins; Immunoproteins; Immunosuppressive Agents; Immunotherapy; Myelosuppressive Agents; Narrow Therapeutic Index Drugs; Proteins; Selective Immunosuppressants; Serum Globulins",No,,,,0,0,Yes,approved; investigational
Alglucerase,,biotech,Alimentary Tract and Metabolism; Enzyme Replacement Therapy; Enzymes; Enzymes and Coenzymes; Gaucher Disease; Glucosidases; Glycoside Hydrolases; Hydrolases; Hydrolytic Lysosomal Glucocerebroside-specific Enzyme,No,,,,0,0,Yes,approved; investigational; withdrawn
Capromab pendetide,,biotech,"Amino Acids, Peptides, and Proteins; Antibodies; Blood Proteins; Compounds used in a research, industrial, or household setting; Diagnostic Radiopharmaceuticals; Globulins; Immunoglobulins; Immunoproteins; Indicators and Reagents; Indium (111In) Compounds; Indium Radioisotopes; Laboratory Chemicals; Prostatic Neoplasms; Proteins; Serum Globulins; Tumour Detection",No,,,,0,0,Yes,approved
Laronidase,,biotech,"Alimentary Tract and Metabolism; Enzymes; Enzymes and Coenzymes; Glycoside Hydrolases; Hydrolases; Hydrolytic Lysosomal Glycosaminoglycan-specific Enzyme; Iduronidase, antagonists & inhibitors",No,,,,0,0,Yes,approved
Cyclosporine,,small molecule,"Agents causing hyperkalemia; Agents Causing Muscle Toxicity; Agents that produce hypertension; Agents that produce neuromuscular block (indirect); Agents that reduce seizure threshold; Amino Acids, Peptides, and Proteins; Anti-Inflammatory Agents; Antirheumatic Agents; BCRP/ABCG2 Inhibitors; BSEP/ABCB11 Inhibitors; BSEP/ABCB11 Substrates; BSEP/ABCB11 Substrates with a Narrow Therapeutic Index; Calcineurin Inhibitor Immunosuppressant; Calcineurin Inhibitors; Cyclosporins; Cytochrome P-450 CYP2C19 Inhibitors; Cytochrome P-450 CYP2C19 inhibitors (strength unknown); Cytochrome P-450 CYP2D6 Inhibitors; Cytochrome P-450 CYP2D6 Inhibitors (moderate); Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (moderate); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index; Cytochrome P-450 CYP3A5 Substrates; Cytochrome P-450 CYP3A5 Substrates with a Narrow Therapeutic Index; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Dermatologicals; Enzyme Inhibitors; Immunologic Factors; Immunosuppressive Agents; Narrow Therapeutic Index Drugs; Nephrotoxic agents; Neurotoxic agents; NTCP Inhibitors; OAT1/SLC22A6 inhibitors; OAT1/SLC22A6 Substrates; OATP1B1/SLCO1B1 Inhibitors; OATP1B1/SLCO1B1 Substrates; OATP1B3 inhibitors; Ophthalmologicals; P-glycoprotein inhibitors; P-glycoprotein substrates; P-glycoprotein substrates with a Narrow Therapeutic Index; Peptides; Peptides, Cyclic",No,,,,0,4,Yes,approved; investigational; vet_approved
Alefacept,,biotech,"Amino Acids, Peptides, and Proteins; Antibodies; Antineoplastic and Immunomodulating Agents; Blood Proteins; Carbohydrates; CD2-directed Antibody Interactions; CD2-directed LFA-3/Fc Fusion Protein; CD58 Antigens; Dermatologicals; Globulins; Glycoconjugates; Glycoproteins; Immunoglobulin Isotypes; Immunologic Factors; Immunoproteins; Immunosuppressive Agents; Membrane Glycoproteins; Membrane Proteins; Proteins; Recombinant Fusion Proteins; Recombinant Proteins; Selective Immunosuppressants; Serum Globulins",No,,,,0,0,Yes,approved; investigational; withdrawn
